id,viral_load,virus,family,day
22_D_M_2,-4.818217317,M,D_22,20/07/17
22_F_A_1,-5.372252499,A,F_22,14/06/17
22_F_A_2,-4.952739744,A,F_22,14/06/17
23_A_A_1,-7.759838142,A,A_23,07/06/17
23_A_A_2,-7.912753142,A,A_23,07/06/17
23_A_M_1,-9.214472331,M,A_23,26/05/17
23_A_M_2,-5.956108598,M,A_23,07/06/17
23_C_A_1,-4.569586771,A,C_23,29/06/17
23_C_A_2,-5.318424246,A,C_23,29/06/17
23_C_A_3,-5.270928898,A,C_23,29/06/17
23_C_M_1,-6.528385673,M,C_23,07/06/17
23_C_M_2,-3.638924169,M,C_23,21/06/17
23_E_M_1,-3.85138372,M,E_23,30/06/17
23_H_A_1,-5.017152343,A,H_23,14/06/17
23_H_A_2,-8.263083013,A,H_23,21/06/17
23_H_O_1,-5.030342142,O,H_23,01/07/17
23_H_O_2,-5.931127587,O,H_23,01/07/17
23_K_A_1,-5.360996769,A,K_23,29/06/17
23_K_A_2,-6.787277728,A,K_23,13/07/17
23_K_O_1,6.372909513,O,K_23,01/07/17
23_K_O_2,7.373648133,O,K_23,01/07/17
24_B_O_1,-2.76735738,O,B_24,30/05/17
24_B_O_2,-5.25547522,O,B_24,21/06/17
24_G_A_1,-5.335320041,A,G_24,29/06/17
24_G_A_2,-5.114400418,A,G_24,06/07/17
24_G_M_1,-4.987801597,M,G_24,21/06/17
24_G_M_2,-4.247186697,M,G_24,21/06/17
24_G_O_1,-2.590106028,O,G_24,01/07/17
24_G_O_2,-3.008133903,O,G_24,01/07/17
24_H_M_1,-7.003744638,M,H_24,30/06/17
25_B_M_1,-2.5580726,M,B_25,21/06/17
25_F_O_1,-1.773914835,O,F_25,21/06/17
25_F_O_2,-0.443417113,O,F_25,20/07/17
25_M_O_1,-15.3254446,O,M_25,06/07/17
25_R_O_1,-2.919380222,O,R_25,13/07/17
26_J_M_1,-4.289636176,M,J_26,30/06/17
26_J_M_2,-3.831863442,M,J_26,06/07/17
26_L_M_1,-4.992620507,M,L_26,06/07/17
26_L_O_1,-1.166266961,O,L_26,01/07/17
26_L_O_2,-0.786956361,O,L_26,01/07/17
26_O_A_1,-6.650510837,A,O_26,13/07/17
26_O_A_2,-6.155693565,A,O_26,13/07/17
27_A_A_1,-7.399330172,A,A_27,07/06/17
27_A_A_2,-7.339988742,A,A_27,07/06/17
27_A_A_3,-6.625001,A,A_27,14/06/17
27_A_M_1,-5.425839938,M,A_27,26/05/17
27_A_M_2,-6.221990611,M,A_27,14/06/17
27_D_M_1,-5.138453051,M,D_27,07/06/17
27_D_M_2,-6.404487652,M,D_27,07/06/17
27_D_M_3,-5.782317194,M,D_27,14/06/17
27_D_O_1,-4.241314435,O,D_27,13/07/17
27_D_O_2,-5.447876975,O,D_27,13/07/17
27_E_A_1,-7.080930747,A,E_27,21/06/17
27_E_A_2,-7.929439582,A,E_27,21/06/17
27_E_M_2,-7.817989387,M,E_27,14/06/17
27_E_O_1,6.015689816,O,E_27,01/07/17
27_E_O_2,6.065553636,O,E_27,06/07/17
27_F_O_1,-2.438408405,O,F_27,14/06/17
27_F_O_2,-3.700129547,O,F_27,13/07/17
27_G_O_1,-6.22350553,O,G_27,14/06/17
27_G_O_2,-3.64165738,O,G_27,21/06/17
27_J_A_1,-6.079258007,A,J_27,13/07/17
27_J_A_2,-4.675982917,A,J_27,13/07/17
27_J_M_1,3.355787704,M,J_27,30/06/17
27_J_M_2,-5.967409648,M,J_27,30/06/17
27_J_M_3,-5.807283918,M,J_27,30/06/17
27_J_M_4,-5.979232348,M,J_27,30/06/17
27_N_A_1,-5.12225964,A,N_27,29/06/17
27_N_A_2,-5.030823263,A,N_27,20/07/17
27_N_M_1,-4.256731054,M,N_27,20/07/17
27_N_M_2,-3.981939357,M,N_27,20/07/17
28_A_A_1,-5.884328885,A,A_28,14/06/17
28_G_A_1,-5.70664792,A,G_28,14/06/17
28_J_A_1,-3.797060049,A,J_28,29/06/17
28_J_A_2,-4.467105899,A,J_28,29/06/17
28_L_M_1,-4.543093709,M,L_28,30/06/17
28_L_M_2,-4.322904614,M,L_28,30/06/17
28_M_O_1,-0.207901992,O,M_28,06/07/17
28_M_O_2,-2.714448967,O,M_28,06/07/17
28_N_M_1,-4.630833175,M,N_28,30/06/17
28_N_M_2,-5.740164305,M,N_28,30/06/17
29_A_A_1,-7.370636977,A,A_29,07/06/17
29_A_A_2,-5.876176867,A,A_29,07/06/17
29_A_M_1,-5.525132693,M,A_29,26/05/17
29_A_M_2,-5.873004463,M,A_29,14/06/17
29_A_M_3,-4.181685953,M,A_29,14/06/17
29_A_O_1,-3.620948824,O,A_29,30/05/17
29_A_O_2,-0.825248749,O,A_29,30/05/17
29_N_A_1,-6.527441525,A,N_29,29/06/17
29_N_A_2,-6.434762521,A,N_29,29/06/17
29_P_O_1,-2.25340275,O,P_29,13/07/17
3_B_M_1,-9.258171593,M,B_3,14/06/17
3_D_M_1,-5.487408201,M,D_3,07/06/17
3_D_M_2,-5.702682061,M,D_3,07/06/17
3_D_O_1,-1.983439953,O,D_3,01/07/17
3_D_O_2,-2.782560858,O,D_3,01/07/17
3_H_A_1,-7.544041183,A,H_3,21/06/17
3_H_A_2,-6.580710436,A,H_3,29/06/17
3_J_A_1,-6.019163645,A,J_3,29/06/17
3_J_A_2,-5.96831277,A,J_3,29/06/17
3_J_M_1,-6.039235636,M,J_3,30/06/17
3_J_M_2,-5.720039891,M,J_3,30/06/17
3_J_O_1,-3.162244824,O,J_3,01/07/17
3_J_O_2,-3.424242062,O,J_3,06/07/17
30_C_A_1,-6.24150708,A,C_30,21/06/17
30_C_A_2,-5.70323041,A,C_30,13/07/17
30_C_M_1,-5.119956536,M,C_30,07/06/17
30_C_M_2,-4.853940526,M,C_30,07/06/17
30_C_O_1,-4.342752973,O,C_30,07/06/17
30_C_O_2,-0.178676168,O,C_30,07/06/17
30_E_A_1,-5.245360425,A,E_30,14/06/17
30_E_A_2,-6.093841605,A,E_30,14/06/17
30_E_O_1,-3.713886781,O,E_30,21/06/17
30_E_O_2,-2.415277051,O,E_30,21/06/17
30_E_O_3,-3.664852661,O,E_30,21/06/17
30_G_M_2,-7.212822952,M,G_30,20/07/17
30_H_A_1,-6.325658832,A,H_30,29/06/17
30_H_A_2,-5.480427782,A,H_30,29/06/17
30_H_O_1,-4.635942497,O,H_30,01/07/17
30_L_A_1,-5.331454299,A,L_30,29/06/17
30_L_A_2,-5.148581529,A,L_30,29/06/17
30_L_M_1,-4.380299118,M,L_30,30/06/17
30_L_M_2,-4.1324344,M,L_30,12/07/17
30_L_M_3,-4.605493105,M,L_30,12/07/17
30_M_O_1,-2.381703906,O,M_30,01/07/17
30_M_O_2,-3.152789641,O,M_30,01/07/17
31_A_A_1,-6.261794608,A,A_31,14/06/17
31_A_A_2,-7.466922328,A,A_31,14/06/17
31_A_M_1,-5.930735143,M,A_31,14/06/17
31_B_A_1,-2.592234639,A,B_31,07/06/17
31_B_A_2,-1.267318759,A,B_31,07/06/17
31_B_A_3,-2.772849601,A,B_31,07/06/17
31_B_M_1,-4.902947943,M,B_31,26/05/17
31_B_M_2,-5.054869213,M,B_31,26/05/17
31_B_M_3,-2.758840113,M,B_31,07/06/17
31_B_O_1,-2.085302855,O,B_31,30/05/17
31_B_O_2,-2.213907745,O,B_31,30/05/17
31_B_O_3,-1.897993598,O,B_31,30/05/17
31_C_A_1,-6.448321858,A,C_31,14/06/17
31_C_A_2,-6.412484683,A,C_31,14/06/17
31_C_M_1,-4.177507918,M,C_31,30/06/17
31_I_M_1,-3.895792529,M,I_31,21/06/17
31_I_M_2,-3.378701257,M,I_31,06/07/17
31_K_A_1,-4.789261389,A,K_31,29/06/17
31_K_A_2,-5.670075939,A,K_31,29/06/17
31_K_M_1,-7.057943855,M,K_31,30/06/17
31_K_M_2,-7.3291221,M,K_31,30/06/17
31_K_O_1,-4.596571954,O,K_31,21/06/17
31_K_O_2,-4.037560031,O,K_31,21/06/17
31_L_M_1,-4.285565883,M,L_31,20/07/17
31_L_O_1,-3.915737192,O,L_31,06/07/17
31_L_O_2,-6.04378559,O,L_31,20/07/17
31_M_M_1,-4.754003088,M,M_31,30/06/17
31_M_M_2,-5.887778798,M,M_31,30/06/17
31_N_A_1,-4.534629391,A,N_31,29/06/17
31_N_A_2,-5.598091651,A,N_31,29/06/17
31_N_A_3,-7.683912303,A,N_31,06/07/17
32_P_A_1,-2.350119145,A,P_32,13/07/17
32_P_A_2,-4.869590318,A,P_32,20/07/17
33_T_O_1,-1.298279323,O,T_33,20/07/17
33_T_O_2,-0.849286593,O,T_33,20/07/17
34_E_A_1,-5.298996475,A,E_34,29/06/17
34_E_A_2,-6.262028255,A,E_34,29/06/17
34_E_O_1,-3.875557932,O,E_34,13/07/17
34_E_O_2,-3.105879809,O,E_34,13/07/17
34_F_O_1,0.585483045,O,F_34,14/06/17
34_F_O_2,-1.743007226,O,F_34,21/06/17
34_F_O_3,-1.219250251,O,F_34,21/06/17
34_G_A_1,-4.938536206,A,G_34,29/06/17
34_G_A_2,-5.16598085,A,G_34,29/06/17
34_G_O_1,-3.30577138,O,G_34,01/07/17
34_G_O_2,-3.477745565,O,G_34,01/07/17
34_H_M_1,-2.673462423,M,H_34,30/06/17
34_H_M_2,-1.890680357,M,H_34,06/07/17
34_H_O_1,-4.914812122,O,H_34,13/07/17
34_J_A_1,-7.103572395,A,J_34,13/07/17
34_J_A_2,-6.010606328,A,J_34,20/07/17
34_J_M_1,-6.864651238,M,J_34,30/06/17
34_J_M_2,-7.299279723,M,J_34,30/06/17
34_J_O_1,-5.242203291,O,J_34,20/07/17
35_C_A_1,-5.410859626,A,C_35,14/06/17
35_C_A_2,-6.395716228,A,C_35,29/06/17
35_C_O_1,-2.452654887,O,C_35,06/07/17
35_F_A_1,-6.532846484,A,F_35,14/06/17
35_F_A_2,-8.291479147,A,F_35,21/06/17
35_F_M_1,-1.784616038,M,F_35,12/07/17
35_F_O_1,-4.93802026,O,F_35,01/07/17
35_F_O_2,-1.42544988,O,F_35,01/07/17
35_G_A_1,-7.072681938,A,G_35,21/06/17
35_G_A_2,-7.469658413,A,G_35,21/06/17
35_J_M_1,-5.285454308,M,J_35,30/06/17
35_J_M_2,-5.04837278,M,J_35,12/07/17
35_J_O_1,-4.938357394,O,J_35,01/07/17
35_J_O_2,-6.641588249,O,J_35,01/07/17
35_S_A_2,-6.049956828,A,S_35,20/07/17
35_S_M_1,-4.249511273,M,S_35,12/07/17
35_S_M_2,-3.210890333,M,S_35,20/07/17
36_A_O_1,-3.858459501,O,A_36,14/06/17
36_A_O_2,-2.909734754,O,A_36,21/06/17
36_D_M_1,-2.67846826,M,D_36,12/07/17
36_E_O_1,-6.256922754,O,E_36,06/07/17
36_K_M_1,-4.969131988,M,K_36,12/07/17
36_K_M_2,-3.280686898,M,K_36,12/07/17
36_K_M_3,-4.536638783,M,K_36,12/07/17
36_L_A_1,-4.030262019,A,L_36,29/06/17
36_L_A_2,-5.125811128,A,L_36,06/07/17
37_B_M_1,-5.266106163,M,B_37,26/05/17
37_B_M_2,-5.551482713,M,B_37,14/06/17
37_B_O_1,-1.494991331,O,B_37,14/06/17
37_D_O_1,-4.408179795,O,D_37,14/06/17
37_G_A_1,-6.520466826,A,G_37,29/06/17
37_G_A_2,-4.984222436,A,G_37,29/06/17
37_G_M_1,-5.630315817,M,G_37,21/06/17
37_G_M_2,-4.883212122,M,G_37,30/06/17
37_M_O_1,-3.098793535,O,M_37,13/07/17
37_M_O_2,-1.966404965,O,M_37,13/07/17
37_P_O_1,-1.49622731,O,P_37,13/07/17
38_A_A_1,-2.814106987,A,A_38,07/06/17
38_A_A_2,-2.805589717,A,A_38,07/06/17
38_A_A_3,-2.959309612,A,A_38,07/06/17
38_A_M_1,-5.384134801,M,A_38,26/05/17
38_A_M_2,-5.390368976,M,A_38,26/05/17
38_A_M_3,-4.582682163,M,A_38,26/05/17
38_A_M_4,-4.630709682,M,A_38,14/06/17
38_A_O_1,-0.236982374,O,A_38,30/05/17
38_A_O_2,-1.057768854,O,A_38,30/05/17
38_A_O_3,0.275554629,O,A_38,14/06/17
38_G_A_1,-6.840254806,A,G_38,29/06/17
38_G_A_2,-6.036020788,A,G_38,06/07/17
38_J_A_1,-6.990125692,A,J_38,13/07/17
38_J_A_2,-6.140129613,A,J_38,20/07/17
38_K_M_1,-7.263416795,M,K_38,30/06/17
38_K_M_2,-4.194124735,M,K_38,30/06/17
38_L_M_1,-5.526069193,M,L_38,30/06/17
38_L_M_2,-5.526632813,M,L_38,30/06/17
38_O_A_1,-5.49256185,A,O_38,13/07/17
38_O_A_2,-4.812269725,A,O_38,13/07/17
39_A_A_1,-3.594295542,A,A_39,07/06/17
39_A_A_2,-3.463778537,A,A_39,07/06/17
39_A_M_1,-6.170988593,M,A_39,26/05/17
39_A_M_2,-6.474525476,M,A_39,21/06/17
39_A_O_1,-0.53288033,O,A_39,30/05/17
39_A_O_2,-0.14499142,O,A_39,30/05/17
39_B_A_1,-5.737848801,A,B_39,07/06/17
39_H_O_1,-2.724812542,O,H_39,01/07/17
39_H_O_2,-5.306749382,O,H_39,01/07/17
39_K_M_1,-3.673515344,M,K_39,30/06/17
39_K_M_2,-2.576540037,M,K_39,06/07/17
39_K_O_1,-3.334606207,O,K_39,01/07/17
39_K_O_2,-2.579634697,O,K_39,01/07/17
39_M_A_1,-6.302844553,A,M_39,06/07/17
39_M_A_2,-5.51373723,A,M_39,13/07/17
39_N_M_2,-2.740291009,M,N_39,12/07/17
39_P_M_1,-5.18144467,M,P_39,30/06/17
4_A_M_1,-5.453162706,M,A_4,26/05/17
4_D_A_1,-4.94561342,A,D_4,13/07/17
4_D_A_2,-5.721367398,A,D_4,20/07/17
4_D_M_1,-5.24338581,M,D_4,20/07/17
4_D_O_1,-2.851134337,O,D_4,14/06/17
4_D_O_2,-3.626173044,O,D_4,21/06/17
4_I_A_1,-6.234298266,A,I_4,29/06/17
4_I_A_2,-7.029760881,A,I_4,29/06/17
4_I_M_1,-3.658501185,M,I_4,30/06/17
4_I_M_2,-5.676162762,M,I_4,20/07/17
4_K_A_1,-7.779276405,A,K_4,06/07/17
4_K_A_2,-5.060652298,A,K_4,20/07/17
4_K_M_1,-6.111733951,M,K_4,30/06/17
4_K_M_2,-6.907300511,M,K_4,30/06/17
4_L_M_1,-5.938197159,M,L_4,30/06/17
4_L_M_2,-5.301860834,M,L_4,30/06/17
4_N_A_1,-5.244843985,A,N_4,13/07/17
4_N_A_2,-6.315479783,A,N_4,20/07/17
4_N_O_1,-4.57366898,O,N_4,20/07/17
4_P_O_1,-0.05808644,O,P_4,13/07/17
4_Q_O_1,-3.73173337,O,Q_4,13/07/17
40_C_A_1,-6.80313065,A,C_40,13/07/17
40_D_M_1,-2.984091779,M,D_40,06/07/17
40_F_A_1,-2.511463681,A,F_40,29/06/17
40_F_A_2,-3.124113596,A,F_40,29/06/17
40_F_M_1,-3.300555738,M,F_40,14/06/17
40_F_M_2,-0.42232564,M,F_40,30/06/17
40_F_O_1,0.413145502,O,F_40,07/06/17
40_F_O_2,-0.095399418,O,F_40,07/06/17
40_H_A_1,-6.198258437,A,H_40,29/06/17
40_H_A_2,-6.112559357,A,H_40,29/06/17
40_H_O_1,-2.958832306,O,H_40,01/07/17
40_H_O_2,-2.472576666,O,H_40,01/07/17
40_K_O_1,-1.697931327,O,K_40,01/07/17
40_K_O_2,-2.240013152,O,K_40,01/07/17
40_S_O_1,-2.62914853,O,S_40,13/07/17
41_F_M_1,-3.473710565,M,F_41,30/06/17
41_F_M_2,-2.865737952,M,F_41,06/07/17
41_F_O_1,-2.062640705,O,F_41,01/07/17
41_F_O_2,-2.252543005,O,F_41,01/07/17
41_G_M_1,-3.955017132,M,G_41,30/06/17
41_G_M_2,-3.498908082,M,G_41,30/06/17
41_G_O_1,-3.746272127,O,G_41,01/07/17
41_G_O_2,-1.373963384,O,G_41,13/07/17
41_J_M_1,-6.580276048,M,J_41,30/06/17
41_J_M_2,-6.775273833,M,J_41,30/06/17
42_E_A_1,-4.878561054,A,E_42,14/06/17
42_E_A_2,-4.704007187,A,E_42,21/06/17
42_E_M_1,-5.518884697,M,E_42,21/06/17
42_E_M_2,-5.168392685,M,E_42,30/06/17
42_E_M_3,-4.4933162,M,E_42,30/06/17
42_E_O_1,-4.611485993,O,E_42,07/06/17
42_E_O_2,-5.150866063,O,E_42,07/06/17
42_H_M_1,-4.86153367,M,H_42,30/06/17
42_H_M_2,-3.654837165,M,H_42,30/06/17
42_H_O_1,-0.992710636,O,H_42,01/07/17
42_H_O_2,-3.83545022,O,H_42,13/07/17
42_H_O_3,0.069468476,O,H_42,13/07/17
42_L_O_1,-2.597133211,O,L_42,01/07/17
43_A_M_1,-5.331545856,M,A_43,21/06/17
43_E_A_1,-6.53756574,A,E_43,29/06/17
43_E_A_2,-5.381247075,A,E_43,29/06/17
43_E_A_3,-6.727626355,A,E_43,29/06/17
43_E_M_1,-4.700480973,M,E_43,14/06/17
43_E_M_2,-4.955743819,M,E_43,14/06/17
43_F_M_1,-4.7413316,M,F_43,30/06/17
43_F_O_1,-1.033980417,O,F_43,06/07/17
43_G_A_1,-5.166725671,A,G_43,14/06/17
43_I_M_1,-3.256290482,M,I_43,06/07/17
43_I_M_2,-3.894390147,M,I_43,20/07/17
43_K_A_1,-7.266603517,A,K_43,29/06/17
43_K_A_2,-7.593596013,A,K_43,13/07/17
43_K_A_3,-7.467945603,A,K_43,13/07/17
43_K_M_1,-5.273136653,M,K_43,30/06/17
43_K_M_2,-6.129965338,M,K_43,30/06/17
43_L_M_1,-3.336408173,M,L_43,30/06/17
43_Q_M_1,-6.070727863,M,Q_43,12/07/17
43_Q_M_2,-4.840163272,M,Q_43,20/07/17
43_Q_O_1,-2.893846534,O,Q_43,13/07/17
43_Q_O_2,-5.104067832,O,Q_43,13/07/17
44_A_M_1,-6.809372937,M,A_44,14/06/17
44_A_M_2,-6.776699102,M,A_44,14/06/17
44_B_M_1,-7.358897728,M,B_44,14/06/17
44_C_M_1,-2.684593724,M,C_44,21/06/17
44_C_M_2,-5.460876507,M,C_44,06/07/17
45_B_A_1,-5.540415331,A,B_45,14/06/17
45_B_A_2,-6.30087094,A,B_45,14/06/17
46_E_A_1,-7.834613821,A,E_46,29/06/17
46_E_A_2,-8.295838378,A,E_46,06/07/17
46_E_O_1,-1.157577552,O,E_46,14/06/17
46_E_O_2,-3.903806251,O,E_46,21/06/17
46_I_M_1,-5.449442434,M,I_46,21/06/17
46_I_M_2,-5.51131871,M,I_46,30/06/17
46_R_O_2,-1.884570633,O,R_46,20/07/17
47_D_A_1,-5.452201403,A,D_47,14/06/17
47_D_A_2,-7.383328948,A,D_47,29/06/17
47_D_M_1,-4.295631931,M,D_47,30/06/17
47_D_M_2,-4.341451687,M,D_47,06/07/17
47_H_O_1,-4.076782735,O,H_47,21/06/17
47_H_O_2,-4.212366626,O,H_47,01/07/17
47_I_O_1,-3.031909511,O,I_47,01/07/17
47_I_O_2,-2.319275426,O,I_47,01/07/17
47_I_O_3,-1.320675897,O,I_47,06/07/17
47_J_M_1,-5.125143571,M,J_47,30/06/17
47_J_M_2,-3.649167576,M,J_47,30/06/17
47_J_O_1,-3.646579779,O,J_47,01/07/17
47_J_O_2,-0.578234722,O,J_47,06/07/17
47_L_A_1,-6.3671594,A,L_47,06/07/17
47_L_A_2,-4.236221352,A,L_47,13/07/17
47_L_M_1,-4.064607652,M,L_47,12/07/17
47_L_M_2,-6.179945027,M,L_47,12/07/17
47_M_O_1,-3.632371,O,M_47,13/07/17
48_G_O_1,-6.218682795,O,G_48,14/06/17
48_K_A_1,-3.747177167,A,K_48,29/06/17
48_K_A_2,-4.503395588,A,K_48,13/07/17
48_M_M_1,-3.990415617,M,M_48,06/07/17
48_M_M_2,-5.971302048,M,M_48,06/07/17
49_A_A_1,-2.100324667,A,A_49,07/06/17
49_A_A_2,-2.541682282,A,A_49,07/06/17
49_A_A_3,-2.047525923,A,A_49,14/06/17
49_A_M_1,-0.513287111,M,A_49,26/05/17
49_A_M_2,-0.885776081,M,A_49,26/05/17
49_A_M_3,-0.426377811,M,A_49,26/05/17
49_A_M_4,1.091305703,M,A_49,14/06/17
49_A_O_1,0.417920086,O,A_49,30/05/17
49_A_O_2,0.158893551,O,A_49,30/05/17
49_A_O_3,-0.005914719,O,A_49,30/05/17
49_H_A_1,-5.523413218,A,H_49,21/06/17
49_H_A_2,-7.631190323,A,H_49,06/07/17
49_J_O_1,-3.000475919,O,J_49,01/07/17
5_A_O_1,-2.421268494,O,A_5,30/05/17
5_A_O_2,-2.858518634,O,A_5,21/06/17
5_B_O_1,-3.566948443,O,B_5,30/05/17
5_F_A_1,-6.279202015,A,F_5,13/07/17
5_F_A_2,-5.116299198,A,F_5,20/07/17
5_H_A_1,-7.216546092,A,H_5,29/06/17
5_H_M_1,-6.929590251,M,H_5,21/06/17
5_H_M_2,-6.409892106,M,H_5,21/06/17
5_I_A_1,-6.280466591,A,I_5,29/06/17
5_I_A_2,-7.531325848,A,I_5,06/07/17
5_I_M_1,-4.15697244,M,I_5,30/06/17
5_I_M_2,-4.64011338,M,I_5,30/06/17
5_J_A_1,-6.29659036,A,J_5,29/06/17
5_J_A_2,-6.50074247,A,J_5,29/06/17
5_J_O_1,-2.206082379,O,J_5,01/07/17
5_J_O_2,-5.769322429,O,J_5,01/07/17
5_O_O_1,-5.691338564,O,O_5,01/07/17
5_P_A_1,-2.559250385,A,P_5,13/07/17
5_P_O_1,-1.959862734,O,P_5,01/07/17
5_P_O_2,-2.771607424,O,P_5,01/07/17
50_D_M_1,-3.903613616,M,D_50,30/06/17
50_E_A_1,-1.686972644,A,E_50,14/06/17
50_E_A_2,-4.999285732,A,E_50,21/06/17
50_E_A_3,-2.803127311,A,E_50,29/06/17
50_E_M_1,-0.078568481,M,E_50,21/06/17
50_E_M_2,1.04743907,M,E_50,30/06/17
50_E_M_3,0.68699596,M,E_50,30/06/17
50_E_O_1,-0.269498383,O,E_50,07/06/17
50_E_O_2,-0.365657842,O,E_50,14/06/17
50_E_O_3,-0.354324358,O,E_50,01/07/17
50_G_M_1,-3.841003457,M,G_50,30/06/17
50_G_M_2,-4.982252162,M,G_50,30/06/17
50_J_A_1,-6.049056495,A,J_50,29/06/17
50_J_A_2,-5.344605479,A,J_50,29/06/17
50_J_M_1,-5.791166826,M,J_50,30/06/17
50_J_M_2,-5.213918246,M,J_50,30/06/17
50_J_M_3,-4.40063623,M,J_50,12/07/17
50_J_O_1,-0.423152972,O,J_50,06/07/17
50_J_O_2,-1.537505182,O,J_50,13/07/17
50_J_O_3,-1.473298107,O,J_50,13/07/17
50_M_A_1,-4.286040813,A,M_50,06/07/17
50_M_A_2,-3.74999001,A,M_50,13/07/17
51_H_M_1,-7.158523602,M,H_51,06/07/17
51_J_A_1,-4.274640119,A,J_51,29/06/17
51_J_A_2,-4.518930875,A,J_51,29/06/17
51_J_O_1,-3.634140999,O,J_51,01/07/17
51_J_O_2,-3.259790459,O,J_51,01/07/17
