"Country_Region","Date","Case_Count","days_since_100"
"Switzerland",2020-01-25,0,-40
"Switzerland",2020-01-26,0,-39
"Switzerland",2020-01-27,0,-38
"Switzerland",2020-01-28,0,-37
"Switzerland",2020-01-29,0,-36
"Switzerland",2020-01-30,0,-35
"Switzerland",2020-01-31,0,-34
"Switzerland",2020-02-01,0,-33
"Switzerland",2020-02-02,0,-32
"Switzerland",2020-02-03,0,-31
"Switzerland",2020-02-04,0,-30
"Switzerland",2020-02-05,0,-29
"Switzerland",2020-02-06,0,-28
"Switzerland",2020-02-07,0,-27
"Switzerland",2020-02-08,0,-26
"Switzerland",2020-02-09,0,-25
"Switzerland",2020-02-10,0,-24
"Switzerland",2020-02-11,0,-23
"Switzerland",2020-02-12,0,-22
"Switzerland",2020-02-13,0,-21
"Switzerland",2020-02-14,0,-20
"Switzerland",2020-02-15,0,-19
"Switzerland",2020-02-16,0,-18
"Switzerland",2020-02-17,0,-17
"Switzerland",2020-02-18,0,-16
"Switzerland",2020-02-19,0,-15
"Switzerland",2020-02-20,0,-14
"Switzerland",2020-02-21,0,-13
"Switzerland",2020-02-22,0,-12
"Switzerland",2020-02-23,0,-11
"Switzerland",2020-02-24,0,-10
"Switzerland",2020-02-25,1,-9
"Switzerland",2020-02-26,1,-8
"Switzerland",2020-02-27,8,-7
"Switzerland",2020-02-28,8,-6
"Switzerland",2020-02-29,18,-5
"Switzerland",2020-03-01,27,-4
"Switzerland",2020-03-02,42,-3
"Switzerland",2020-03-03,56,-2
"Switzerland",2020-03-04,90,-1
"Switzerland",2020-03-05,114,0
"Switzerland",2020-03-06,214,1
"Switzerland",2020-03-07,268,2
"Switzerland",2020-03-08,337,3
"Switzerland",2020-03-09,374,4
"Switzerland",2020-03-10,491,5
"UK",2020-01-22,0,-43
"UK",2020-01-23,0,-42
"UK",2020-01-24,0,-41
"UK",2020-01-25,0,-40
"UK",2020-01-26,0,-39
"UK",2020-01-27,0,-38
"UK",2020-01-28,0,-37
"UK",2020-01-29,0,-36
"UK",2020-01-30,0,-35
"UK",2020-01-31,2,-34
"UK",2020-02-01,2,-33
"UK",2020-02-02,2,-32
"UK",2020-02-03,2,-31
"UK",2020-02-04,2,-30
"UK",2020-02-05,2,-29
"UK",2020-02-06,2,-28
"UK",2020-02-07,3,-27
"UK",2020-02-08,3,-26
"UK",2020-02-09,3,-25
"UK",2020-02-10,8,-24
"UK",2020-02-11,8,-23
"UK",2020-02-12,9,-22
"UK",2020-02-13,9,-21
"UK",2020-02-14,9,-20
"UK",2020-02-15,9,-19
"UK",2020-02-16,9,-18
"UK",2020-02-17,9,-17
"UK",2020-02-18,9,-16
"UK",2020-02-19,9,-15
"UK",2020-02-20,9,-14
"UK",2020-02-21,9,-13
"UK",2020-02-22,9,-12
"UK",2020-02-23,9,-11
"UK",2020-02-24,13,-10
"UK",2020-02-25,13,-9
"UK",2020-02-26,13,-8
"UK",2020-02-27,15,-7
"UK",2020-02-28,20,-6
"UK",2020-02-29,23,-5
"UK",2020-03-01,36,-4
"UK",2020-03-02,40,-3
"UK",2020-03-03,51,-2
"UK",2020-03-04,85,-1
"UK",2020-03-05,115,0
"UK",2020-03-06,163,1
"UK",2020-03-07,206,2
"UK",2020-03-08,273,3
"UK",2020-03-09,321,4
"UK",2020-03-10,382,5
"US",2020-01-22,1,-48
"US",2020-01-23,1,-47
"US",2020-01-24,2,-46
"US",2020-01-25,2,-45
"US",2020-01-26,5,-44
"US",2020-01-27,5,-43
"US",2020-01-28,5,-42
"US",2020-01-29,5,-41
"US",2020-01-30,5,-40
"US",2020-01-31,7,-39
"US",2020-02-01,8,-38
"US",2020-02-02,8,-37
"US",2020-02-03,11,-36
"US",2020-02-04,11,-35
"US",2020-02-05,11,-34
"US",2020-02-06,11,-33
"US",2020-02-07,11,-32
"US",2020-02-08,11,-31
"US",2020-02-09,11,-30
"US",2020-02-10,11,-29
"US",2020-02-11,12,-28
"US",2020-02-12,12,-27
"US",2020-02-13,13,-26
"US",2020-02-14,13,-25
"US",2020-02-15,13,-24
"US",2020-02-16,13,-23
"US",2020-02-17,13,-22
"US",2020-02-18,13,-21
"US",2020-02-19,13,-20
"US",2020-02-20,13,-19
"US",2020-02-21,15,-18
"US",2020-02-22,15,-17
"US",2020-02-23,15,-16
"US",2020-02-24,51,-15
"US",2020-02-25,51,-14
"US",2020-02-26,57,-13
"US",2020-02-27,58,-12
"US",2020-02-28,60,-11
"US",2020-02-29,68,-10
"US",2020-03-01,74,-9
"US",2020-03-02,98,-8
"US",2020-03-03,118,-7
"US",2020-03-04,149,-6
"US",2020-03-05,217,-5
"US",2020-03-06,267,-4
"US",2020-03-07,403,-3
"US",2020-03-08,518,-2
"US",2020-03-09,584,-1
"US",2020-03-10,1670,0
